,pM,pML_1,pML_2,pML_3,pML_4,pML_5,pML_6,pML_7,pML_8,pML_9,pML_10,pUL_1,pUL_2,pUL_3,pUL_4,pUL_5,pUL_6,pUL_7,pUL_8,pUL_9,pUL_10,llh
12,0.5425450673106729,0.19756585990764042,0.6924732150642768,0.5583759613977263,0.33556511871082795,0.3192208256990781,0.24643225353891224,0.4047670362737053,0.0155625091926818,0.5533356239552191,0.5575252032870562,0.3811750641370293,0.4667989296817292,0.4347051190252516,0.38826052507350134,0.4405027014477451,0.48291742662376774,0.43467320928773684,0.4309990151336743,0.46579252479619393,0.36198197499499923,-60.13244833486534
13,0.4863548361789777,0.281037275020678,0.3256992590314125,0.5759750162937785,0.040458099398894325,0.7134601835597852,0.4050256646779307,0.15632527848394254,0.1706943786566184,0.5211033120287596,0.6181020594404817,0.500202274813475,0.5486545104466863,0.4449138826083874,0.42526399087066746,0.40269336706664893,0.46057354196000455,0.42187935253445674,0.39166057888185296,0.34278620124540404,0.4408508100885442,-62.19265244024464
14,0.7638590349695696,0.2670220801658302,0.33456003496022757,0.5164639552278928,0.3985866779070715,0.39266059931920355,0.3966030366726214,0.2955153640034648,0.3436316420914799,0.6066699634220386,0.7923473215259541,0.3724711453795905,0.4217342135100254,0.4569948304507443,0.4641241883273668,0.5063376424282984,0.4164742687328056,0.5021762999407339,0.386737050910571,0.4329563978016398,0.46181703743122693,-61.24241940039437
15,0.8993047426897822,0.31944088053735537,0.6748217189107364,0.42972845982167696,0.13553226118564093,0.6188057841414448,0.4696643623348803,0.24220824246133218,0.3492406623443227,0.83448957287757,0.6516430000274049,0.42172813415600424,0.5158846039726415,0.4612141621758973,0.4711506805281773,0.48136055722669335,0.4930165412541547,0.5805662523978218,0.5082926378933351,0.5526067247384213,0.4274264655759344,-65.74310189090457
16,0.8059939106634875,0.15817128961810017,0.15015145303171915,0.3184227880780316,0.28843901739133565,0.38854903226058846,0.6371767576597436,0.38724790859629027,0.08850575170914743,0.3289202894530066,0.6304926879410773,0.42411562963267835,0.4762187963637162,0.3852346672279679,0.4309928484334887,0.5859456001000793,0.4333768455587618,0.503530041530672,0.39185943587201616,0.532964863058524,0.42510651585714676,-60.06801903327293
17,0.5725421874807554,0.24772375747589842,0.2570941329853051,0.4940479615515684,0.40454775775823243,0.12753221574059406,0.4374811815784423,0.630616291726586,0.30687233861099883,0.3340595223218334,0.23621282327690715,0.36578783616122806,0.4569766409826362,0.4553914498170727,0.4952964530415342,0.4922001115151709,0.510517380964869,0.5053174188415894,0.351114507665929,0.5078430569670908,0.3790957615259771,-50.86515572819512
18,0.8319924459487875,0.5996361490030315,0.636393912170099,0.7215228774275954,0.31387030810657907,0.20679601286149601,0.14886996066329042,0.09497244152845319,0.000701421976126864,0.37197318811605085,0.2504739636728585,0.4655674191713084,0.4702976586680475,0.4892710475285485,0.4573592125465498,0.40122753061434563,0.5429438669407265,0.47937682820158883,0.37265237019926883,0.4712319495254309,0.4362870693564682,-54.19278440908262
19,0.4566032871380214,0.2611681502922201,0.4035459486100262,0.26979795594606093,0.3768953025059074,0.14267051433597466,0.2333206903458115,0.5217943530712046,0.11892892993205768,0.178675383215026,0.25469035387602296,0.43192323601725063,0.44807404806511186,0.49709479173524884,0.48443347845297396,0.5331088151067133,0.5195035746330663,0.50381343835345,0.48781577488430317,0.5110811869221832,0.5352817798592792,-46.979538067832735
20,0.6239924375366629,0.2625504089656896,0.5092424345527956,0.4389392954421731,0.16734857210089674,0.3157415775480276,0.5315865007640386,0.25781164253360805,0.025509073329516553,0.12742196664683997,0.8964840167154986,0.3613302238889131,0.5850294369350796,0.39928040855624064,0.442260433773562,0.46129133229995967,0.5006217571740927,0.4724052991406982,0.5196103278491438,0.47563069193128243,0.3931207729333793,-40.851546221082
21,0.46179684897400397,0.37728589348090635,0.5131034826881848,0.19211092375502695,0.2479722998283966,0.46965042958506925,0.33324738368163104,0.41611586493329944,0.0046430940154323485,0.006168466050537491,0.41674398745913976,0.48025612330467415,0.4605659633785478,0.43927984298970324,0.42793505996737585,0.47019214523244235,0.5718503949136178,0.4874898960741007,0.38841770991524227,0.547658803436958,0.4286319366415859,-42.761520548495746
22,0.6222383080645217,0.7895523390179949,0.8341729034999515,0.32171478343256343,0.17766847229893645,0.39213506690124517,0.8366140065206702,0.12173628615998776,0.374267674254917,0.16762320851859797,0.5635348826526161,0.39078004381741754,0.5050213743071946,0.483071010552302,0.46867633831460653,0.3643706693427194,0.5191150580190848,0.48959330005501345,0.33606306283667364,0.3885619627805194,0.31212637037902574,-39.93601509945347
23,0.4558679003045431,0.2998437083888369,0.0755130512002893,0.11223030349647461,0.36496087915907766,0.2517010798496145,0.4905988741391908,0.3862341917354177,0.1518247691098932,0.6313732416052366,0.7599654616866619,0.3775318889822656,0.5246577006829383,0.4464037070903243,0.47138310307863734,0.46096544200524536,0.5139764656318905,0.4265126541579447,0.3759233529604282,0.5788519997180345,0.37645594246592423,-36.16989987151776
24,0.3176891361035913,0.1516519787505632,0.6168405427596741,0.3444972379014225,0.6179138647631724,0.2400954367116018,0.45653176977137544,0.32984708254400413,0.20772040677058665,0.08732975253752014,0.9567601814676285,0.4492390551289272,0.382590336326991,0.3769268427878818,0.44551799078913373,0.38725708621722654,0.434419277575125,0.3862335051781242,0.4358946012129009,0.520689091084283,0.49242950596061175,-51.526828265180555
25,0.6803892893769244,0.3232412647468292,0.04324739971174738,0.22032321887915832,0.18686109059443495,0.6243507953776877,0.2424011974106269,0.03903209900001853,0.477392834896136,0.6597621112644608,0.727066376260715,0.41313566726768175,0.44009820901602287,0.40183032206787556,0.4267063210160505,0.5279441032064155,0.49125818871184646,0.43625271601169535,0.42608393619098245,0.47022368411012816,0.3640263988365943,-64.5613377116133
26,0.3236815357717297,0.5345373420691244,0.36339221957320467,0.5123444523002291,0.15758611302042344,0.5268992804181951,0.9088886211395909,0.42471192315247214,0.35935955031841077,0.614067639766394,0.6641715337103944,0.453589171857628,0.4805289574962911,0.46228608719171055,0.3444631166994993,0.41464253471972273,0.5119673024108639,0.5206820680529499,0.43019008390569735,0.5181960575133645,0.43317714369042387,-67.48105661188526
27,0.35464270849418816,0.44439436852350656,0.6162004097254422,0.6611303583509366,0.30423979409392793,0.19440005158055604,0.4837907449946609,0.5061525966020607,0.11307315687894688,0.4525025279522076,0.6544792861266092,0.4472507462509519,0.535738373943761,0.4006944873440258,0.3744560125664667,0.5226746606130465,0.4812178222903136,0.4821521427662606,0.3683882089820174,0.48514619786882274,0.3962432565258193,-58.418773673793375
28,0.608475236341028,0.21939958015995842,0.2495544600154568,0.3139863388175438,0.5445291640015819,0.27903892429839994,0.5479941407297549,0.2816209719987178,0.2598336509348495,0.4415835272510355,0.9252894508473188,0.5090604167412085,0.5372439309649604,0.4667631464956767,0.3204405430606101,0.4934354159186699,0.43294002802933085,0.4277694303571159,0.3601884216338498,0.4871014733986977,0.45521374061221065,-55.32100197654725
29,0.3712986436793262,0.3852811393484785,0.4433777001846097,0.48125189528068596,0.28436857937009813,0.5288120880611775,0.5850402834253893,0.3458201515379941,0.674271577685575,0.5410471708027513,0.7418515067108485,0.33956189008791365,0.5143962401780746,0.4381877604428962,0.3840290603744053,0.44261370055855465,0.48434831281055823,0.4799944620439658,0.3840372517306171,0.5223685278814761,0.44689647697335017,-56.02685844515325
30,0.5614689255041252,0.5631601209830386,0.8289897288785103,0.08461088480807277,0.46038263774033783,0.4973755547916837,0.3784227612576321,0.6836020084864523,0.4061149576006343,0.43530748053665747,0.604481511927909,0.3626103765723783,0.49437003612494335,0.4978084507413243,0.40498512505475615,0.4982016811623323,0.5497693536492476,0.49502095551265984,0.34738172183556915,0.47793331196147115,0.44094527290215896,-47.39583585631358
31,0.49774411710140587,0.6739060612418316,0.4575342548832295,0.0024353630412285643,0.22092201114188476,0.3779206504755817,0.6788817737960664,0.02806590911330064,0.40145064157881394,0.33349343246725355,0.6412235144900524,0.36723088525170167,0.504966038728142,0.44570243593449943,0.3234486446241083,0.4987123693195697,0.5117619754349121,0.4891490650657001,0.3879121883386714,0.5306004946755004,0.4714657929796304,-42.87064197971071
32,0.5496630643694984,0.7509598528716388,0.27052744507171284,0.11533239270570744,0.6143018278817942,0.612118569471231,0.5243744392538581,0.10906973220283693,0.667239756584194,0.5386450625661048,0.6499158528582977,0.4552129907985222,0.5045936395746267,0.4731946438939761,0.43392779323086683,0.5303936933487959,0.5219696653855671,0.4953156481226578,0.33368423003021946,0.36121835130273433,0.4094680621042467,-43.704554786862914
33,0.32351925905051665,0.7314645098618012,0.09221089567194195,0.06813778102996415,0.4573946943739708,0.48364140278748635,0.2518673796819057,0.2209374841891307,0.5287997329177023,0.6635757893115708,0.4533628360079295,0.4197393681480945,0.449911401130709,0.5518051265520869,0.5465779280055466,0.4679785209562786,0.41665707329361595,0.44274746876834326,0.3455907418902666,0.39440854991872404,0.46048310082696653,-49.556677954169864
34,0.7368543015799325,0.49809915552458606,0.34377846501669823,0.0894572086146772,0.2841949944061254,0.49202452649341943,0.1719999965848359,0.10133463108681821,0.3220250982925363,0.40571102500879214,0.5060179448255391,0.45345339145825275,0.5324330646927005,0.47662958303813124,0.36129062927829214,0.3564377412852389,0.5158179348030095,0.392966801513428,0.39422674952537745,0.4667556421184459,0.37764544558419405,-57.66806919680231
35,0.6930013003436267,0.6981194549841627,0.13542996639550495,0.16322331143830762,0.2280041679228309,0.47804381805741514,0.33394766130188797,0.23842974844638684,0.3943391150685864,0.5639753426932819,0.8063891170769457,0.3540450994469288,0.48727821318120357,0.42922827147309106,0.5548444461889565,0.42994026480874636,0.5364862746579633,0.4422668651256885,0.3570580430395849,0.5291840436550436,0.5258722388947945,-56.24712053368406
36,0.60096571764463,0.6149887796328273,0.08503902777359171,0.054189387118555706,0.33037187946776236,0.3806766454819906,0.4642483092913321,0.3630772600053198,0.27100675666100643,0.5393178183165642,0.4802217325415164,0.35917048757175174,0.5314150854180244,0.4848917130462314,0.3852815610242287,0.500159583790908,0.40332282316142365,0.4622545790650367,0.4184515277442161,0.5199944826463142,0.3544231730899987,-48.66118114571977
37,0.5818170334450786,0.3666791625185863,0.29233149215437415,0.28258027142857955,0.42572602394968595,0.7767395864402264,0.5152825561022203,0.25146383295782565,0.4426777062066891,0.8374964751278161,0.47161585066688166,0.4561671417737197,0.4316645241895177,0.4417315383622864,0.3343709183000543,0.4027344644509301,0.4986524087826194,0.4214981446883364,0.4118838479058395,0.476451940428504,0.4323360396735555,-54.44860302428702
38,0.6026697094084261,0.5733430271431638,0.24367536514734633,9.097602203011486e-06,0.3546225895520954,0.2807632668892692,0.48831392174088845,0.17004073172624448,0.4669638452660098,0.3202722907977056,0.561369104625115,0.3750268459332962,0.4736032461237977,0.5123021762572425,0.39080377103584196,0.41601147395125737,0.4568334644685907,0.48430095341515433,0.3838158349052302,0.47738381905452376,0.4100789822123362,-67.54833170141572
39,0.28420841490782367,0.776873413434053,0.13077309613964574,0.3439403464043924,0.3915510422893156,0.41356088721210604,0.5499579978155857,0.23116614831970053,0.48374883576144456,0.41861576164620656,0.6928243282684698,0.3910058201179399,0.5786060045766719,0.39482463576215543,0.4167354952266747,0.4667131006125642,0.5674666162389929,0.423592942191108,0.4979904437678927,0.44869483891341644,0.4081153620321557,-63.9460884414444
40,0.6126687839605427,0.5452685583386916,0.1525338457366934,0.1491928444815367,0.38256675432379356,0.488730065263861,0.6833406605450797,0.6770538280914171,0.5898963340704705,0.4000955617930676,0.5459706711829985,0.4060343845249306,0.5227850213667522,0.4919626356700196,0.42906993812943556,0.534646563646937,0.4375404276621811,0.5229250922420805,0.3783919988889661,0.4126951653702911,0.4477110567442629,-61.84572113229771
41,0.6852947560220143,0.6900510064134898,0.23260595906688325,0.27699254978363363,0.4424092037457764,0.42544602565493317,0.22516060041843156,0.23091130670372967,0.15002303581511006,0.4672503559470312,0.5779767731644638,0.380878519725419,0.5251086150697334,0.4004460976489648,0.3819474622581007,0.5280977522564959,0.44904725682579943,0.5073829338043423,0.38154444582219454,0.5138703045996711,0.43791848811514344,-59.23435691248884
42,0.7656676305900844,0.6603981514180818,0.20786917524283688,0.2720637682859824,0.7894072763520258,0.3858932197463411,0.525522841390843,0.39658184136509295,0.31551987258181524,0.4281014677911389,0.534380366307514,0.33338104442669136,0.555706444608387,0.4158040604784726,0.3736650183653284,0.4458668310908153,0.5788596980523489,0.4363635250494991,0.42026963521344146,0.453053146730193,0.410232875112598,-51.748560153189615
43,0.483641046204716,0.6726091308804496,0.02859298088440072,0.16535041965447753,0.5732220550348595,0.42843800200930804,0.41786189131191104,0.32801133319747217,0.21267727444460702,0.7744504519678267,0.18492670300572375,0.36378478763888283,0.5222258231672083,0.39077508665531974,0.48853931327943495,0.5192260726720983,0.503094091813857,0.39887299858425,0.29833496503965296,0.5406027325314035,0.5428691912994151,-42.35833859062255
44,0.4122197454474428,0.7097825859037857,0.0722383560606913,0.18994512275570005,0.5860939500589754,0.7132164431712139,0.2513625360810467,0.2319847308950827,0.6911675354887955,0.40799084661765367,0.5321656664884774,0.40970995813942807,0.4340691287742902,0.47041574669779135,0.3459948597655009,0.40573450084333296,0.4696140561072132,0.48441246637120505,0.3394018795759048,0.46133062986662937,0.3394407133818792,-49.77684221837201
45,0.704603694800217,0.9298033425853546,0.08928216494392108,0.85713734620284,0.279398458747481,0.9563692253102105,0.6196387491386767,0.2964367586933857,0.6100971980163785,0.9781685722767084,0.4297720242441304,0.41774566525604173,0.441063248859607,0.41785513295340887,0.4146328438807034,0.4475701348386034,0.37394048389556805,0.47146432989784215,0.44165534443393667,0.4728669229396598,0.4292830727165458,-34.38152097198861
46,0.40339670151547397,0.9704621239278227,0.3404367210933875,0.647842073477656,0.4053244834370419,0.4268204168653384,0.647644047558183,0.3596514062580579,0.47490475187230424,0.9183602912257515,0.5688585100820154,0.367723713944086,0.47878878382345036,0.4372393323682205,0.41607059828437093,0.42468214760353223,0.5276656721843862,0.5150768663415796,0.35047117583030846,0.5122885179279181,0.4129329503548466,-26.112251625412696
47,0.23146529443643693,0.9726145765858492,0.8251674506376401,0.4764573093184595,0.5137975834045645,0.9958132015166551,0.694958297856914,0.463109114609994,0.07877291218984872,0.9750582813614198,0.6005524199923068,0.4353079306856562,0.4313147161591297,0.37921793638095525,0.44021843248891257,0.47419907721828275,0.35687537546137704,0.46585764933888096,0.4250901777655494,0.4740132319164793,0.40413931063312064,-32.3686529972013
48,0.48986681479798555,0.8721258987604008,0.743142839610534,0.5715882933290329,0.2697950342438658,0.7774861884932064,0.7011597435577561,0.5527527601808284,0.7165687052409121,0.8121797112329946,0.3463102781101251,0.39965745749380327,0.4293729869064547,0.45452879294477627,0.4882077315091607,0.4551256059452781,0.516791018248847,0.3736667901199609,0.4199934769807965,0.5112780747662956,0.5095968777740283,-25.35867573743733
49,0.16054268074646733,0.5438853698106476,0.9368048134642578,0.31112361824650153,0.34582606901239127,0.30527278868290086,0.6580163705116153,0.5392030458664631,0.7404669119892019,0.8417933975342523,0.6052162853009316,0.4444716268690307,0.47974642674792334,0.37275039678748234,0.40319370510085534,0.47525604261567933,0.39907201401213804,0.5641399704903977,0.3905595647877422,0.4775749614530611,0.40372767071823246,-30.02316251352015
50,0.36371056758342196,0.9735695960266513,0.7304271854612193,0.5323336285576329,0.2919196239528033,0.5476637769182136,0.5530772947839173,0.7487077706650433,0.5428542823811059,0.5445259694866699,0.705321057561209,0.41346820657102273,0.47950808931756783,0.41209307634592574,0.3367961289197329,0.43411935119514206,0.4193875846461779,0.5015109991900686,0.3731833687126233,0.4281935254779181,0.4923899415154805,-26.190441427504787
51,0.5094817817524389,0.821154636490445,0.607998118780281,0.8025005341691975,0.18811852062859272,0.8975757283057227,0.5924086077217005,0.6994108301405436,0.6376104962530778,0.8630250291516305,0.41224303981394356,0.40903079820108307,0.4595280543297976,0.4970999282088877,0.380950284921295,0.46702606866354895,0.4987293366079358,0.42345252730126204,0.4816171772088516,0.40629411098893475,0.5439157442198734,-53.675980914014204
52,0.47615791061874124,0.21900044699586843,0.7624132585613378,0.25836780651173585,0.3629885100605644,0.3762089200071423,0.4851960876752248,0.07280955401830791,0.2586586810085767,0.5249529162718318,0.7897443498274951,0.3772435356211967,0.4563617603868995,0.48113450553223175,0.42097916071515395,0.4517283390398812,0.5586152696033247,0.4125052756885749,0.4053862714778694,0.5080336401914962,0.3905007529367063,-37.44812584675313
53,0.2620627705178612,0.19381789521247528,0.3054153486236743,0.040926952440574156,0.5265873510556179,0.40634492773505826,0.4362553243212094,0.12256899934034904,0.10974077243523576,0.4460310459041447,0.4707154334952841,0.40057030091634405,0.450101203154156,0.44033489377438184,0.41937129768996084,0.47170734386497415,0.5757250855749401,0.36139293273779244,0.44563545795345516,0.6162505430802916,0.4485963059567539,-48.0644673312099
54,0.7786818843393036,0.13204804301365022,0.22424875131996352,0.12459512935599422,0.39711714102079076,0.3678197381202068,0.15473933994311082,0.2287328510266409,0.0697490910067738,0.6231204813075286,0.7619859897529911,0.4041968417933149,0.5376383284956406,0.3741352080982434,0.39071473760265313,0.4579116311501941,0.5564868696405628,0.5287806433848673,0.470607612400935,0.4868629640988219,0.42664180427110737,-45.42642436043424
55,0.4765446030208781,0.19232603409657717,0.19200212718550586,0.07768974332167854,0.418363823856827,0.38410426212455756,0.42987169299605,0.5689281300099649,0.43087426273280305,0.2039333069560077,0.890113276390349,0.4655580763563261,0.4968735388958256,0.44201563481763817,0.4089222134973437,0.4253072994176808,0.4093970538439274,0.4857624766663349,0.3839377539349159,0.39028349473502616,0.4958822880945351,-38.164511345667776
56,0.2921065618966464,0.31585220068894604,0.2960236096026259,0.6407087987398193,0.16944546521211018,0.7873452542891943,0.16583552776820748,0.39806072677597526,0.22946946819246658,0.7039326643198606,0.5723995959654193,0.4903932599098232,0.5051848313007211,0.5158801352007264,0.40788494435107964,0.4375367686238913,0.49184972235611807,0.5383705506515508,0.44990038804974203,0.5317526906944059,0.5185904566531262,-37.944074169980524
57,0.41171373809080464,0.6553794289290171,0.4195572076062015,0.2842836423687988,0.14444878276228035,0.8348117837237906,0.21727395799349364,0.673912190703849,0.7311838610304284,0.27562321769491355,0.5912366836840133,0.428871774887883,0.42658854008183045,0.40102986451419975,0.4200167853113833,0.5283064474316164,0.46049348667665974,0.44967069934465814,0.34548932804961624,0.49643247062991885,0.4252930621770708,-49.9645515186966
58,0.6595443957266351,0.5565095828180354,0.7306557040168394,0.6162693491303164,0.5578437455201564,0.44878023383807686,0.665251715145753,0.3204153275294353,0.6275733519378174,0.8013560678392454,0.7592627268900577,0.39221896562366226,0.409819608222177,0.39481526791013993,0.38706108982398596,0.5365363720032238,0.4442269635749481,0.375199630274248,0.5008293979484979,0.3550514559880144,0.41591378877611834,-47.79255156409124
59,0.5371854312026324,0.43446633251853256,0.8579869125491288,0.55416918094346,0.28827969112075996,0.5501708185845455,0.7140047825246414,0.35308628352480576,0.388392845125612,0.2785780471646287,0.7977361638618861,0.36270489142642365,0.47881751247954973,0.4136543103341943,0.38926446354486094,0.53103399091497,0.4314619597227027,0.45242816498545213,0.5111189719417899,0.4346268511938963,0.38754166303537985,-59.63513296292602
60,0.4411319972843333,0.2353384030782824,0.8259121743666828,0.7955256942180352,0.5091239207843232,0.40931634325058724,0.23580126858155054,0.37984056143935635,0.31768572531703226,0.8848170256819844,0.47934290163163584,0.4299415954198077,0.4201756843523511,0.39216119892291446,0.4167308078928175,0.51741736823248,0.5593382516810254,0.49928919936579647,0.3246240492568875,0.4305136511907247,0.352764974163245,-58.35023836803939
61,0.4953617798040635,0.3629807204450051,0.5841752222127219,0.3400871402747964,0.49635347480357395,0.41985361898357304,0.4578990187581962,0.3810606955125931,0.4053587367320722,0.8426347765596001,0.6394655167558724,0.5175285083790816,0.47673633748954847,0.5165488590749909,0.47741522862400093,0.5009269245817279,0.4584477661631837,0.41555852234338947,0.3576317740114071,0.5415456253471779,0.43166221733308596,-54.96441599812802
62,0.7761707760030702,0.33260132286128025,0.5698718849028673,0.34879149470636156,0.8981928010947984,0.2441747009240364,0.8936182674270656,0.6743042647260974,0.6766320238380937,0.7390858127702339,0.6336524570110473,0.40419717534522914,0.4482225718802579,0.43888679852228796,0.3290733962258398,0.5317130995236179,0.5369859600183378,0.3810046534501662,0.4139272385932627,0.40420534709365247,0.40803528182559196,-51.74865820488838
63,0.5573605147243887,0.27862517157877037,0.5536244417715737,0.6810084798732534,0.6839245140152864,0.3503331869140677,0.5470137272268502,0.3700889617564928,0.46821314386512225,0.8191952232662157,0.6416454299748658,0.390084233285649,0.479386229148395,0.42053744458501624,0.43448393442960115,0.44115323938274903,0.48807784250707803,0.5046118485969441,0.3262924994665631,0.37827216720842993,0.5494737010517895,-43.50294472079309
64,0.4221235477469273,0.36752376115142843,0.523589671305862,0.7564218335426821,0.4280143159179901,0.26030892425639374,0.67459294834971,0.2767740707544177,0.247858330369782,0.8394443101349669,0.4066423499001339,0.44623841231775246,0.4767782310073253,0.3515571383699107,0.4851975217612556,0.5294802161130779,0.4721980525947185,0.4097351181361265,0.3833120739088125,0.525643766810989,0.4618592083386391,-41.07549185960343
65,0.5859848477581178,0.2247788535059661,0.3064066772783625,0.5549869130328384,0.7481413457112666,0.15396922201822122,0.6566258825746821,0.4575488691124779,0.21620092393316734,0.40793343954371647,0.6082189471047891,0.3704071410337396,0.5086025971184494,0.43396212569156406,0.39101674013967,0.47782446703015524,0.4289112317685172,0.4478364367428916,0.3279448100146369,0.4542235546873273,0.4961332112396911,-53.53856410787603
66,0.44822687740857897,0.1969542456759759,0.5244960738194961,0.6905556955604127,0.5461296886876313,0.1270568686846585,0.48902218743717113,0.3259943467889,0.20008765647087773,0.6486375151540326,0.5104933173767934,0.2977084258646205,0.4483805001489671,0.3643363543483737,0.3056340877809307,0.3975477718965401,0.4417976967227325,0.47778028980202114,0.34331826134031385,0.5089344728365947,0.4737594441638092,-51.885913727342086
67,0.46330851212475543,0.3662142372196944,0.6630157152513647,0.6848389274884342,0.4695150127299375,0.5328830115431031,0.4944368030936759,0.5179903440731537,0.2641890977058622,0.5562814153702486,0.5901924792168125,0.4728658413084899,0.4785980673018272,0.4310522563402455,0.3747028945795928,0.4485000859505396,0.5069075545454013,0.5087649903954021,0.36739526027194347,0.5631871086405446,0.4742624929545552,-53.68343945301125
68,0.7115983165173443,0.28891304364239034,0.42631579010113474,0.8113169211619584,0.5796854373700469,0.44316090781800843,0.6339832089160174,0.009098249146690829,0.1135664199253474,0.8594567767727562,0.3480259774025657,0.3910517452784413,0.43591053074746805,0.4343622203999684,0.44974240736647014,0.5227015779078589,0.459304345490522,0.606095421002502,0.49904364748834057,0.4889730273583136,0.4364768587597106,-52.52338333496058
